,conc,T2_hahn,T2_err_hahn
0,10.0,0.5567229061734406,0.016294808978723742
1,44.13793103448276,0.5566768589912081,0.016111854780268997
2,78.27586206896552,0.5567227565981409,0.016110835439737892
3,112.41379310344828,0.5610545746815063,0.016092335038151856
4,146.55172413793105,0.5571071388061731,0.016103586721609657
5,180.68965517241378,0.5612584608879299,0.016249516548103592
6,214.82758620689657,0.5612757063926226,0.016249468007805853
7,248.96551724137936,0.5612738348358025,0.01624946162450974
8,283.1034482758621,0.004444931214934792,0.001093986131881174
9,317.2413793103449,0.5612799422066452,0.016249462740015465
10,351.3793103448276,0.004771833421214638,0.0008792065197675973
11,385.5172413793104,0.5612214083246975,0.01624962029826437
12,419.65517241379314,0.5612618634082212,0.016249485918538357
13,453.79310344827593,0.5612252326594575,0.01624964270711609
14,487.9310344827587,0.561100234066616,0.016249765402376923
15,522.0689655172414,0.5341414905355075,0.016605093045196664
16,556.2068965517242,0.5598569570408528,0.016252851181650672
17,590.344827586207,0.30110055160094706,0.014721097675467663
18,624.4827586206897,0.12714035238060176,0.005867890259771803
19,658.6206896551724,0.5612923075042404,0.016280776234171325
20,692.7586206896552,0.560703775550712,0.016296867988792336
21,726.896551724138,0.5503439351176775,0.01651352116695845
22,761.0344827586208,0.5609954222413142,0.016295888900452794
23,795.1724137931035,0.5611877402680855,0.01629484862335422
24,829.3103448275863,0.17541096273790277,0.008553758540893644
25,863.4482758620691,0.05829769886031862,0.0054140429371681625
26,897.5862068965517,0.561822980968413,0.016482789886678936
27,931.7241379310345,0.19729584593710064,0.008063992930632034
28,965.8620689655174,0.1856164044429487,0.00760143199270228
29,1000.0,0.0038875826163881177,0.0019319940449919492
