,time_space_generatilze_fixed_near,l_generatilze_fixed_near
0,0.0,0.999999999637321
1,5e-06,0.9990642095593939
2,1e-05,0.9939848881963451
3,1.5000000000000002e-05,0.9944723780053697
4,2e-05,0.9986077733889396
5,2.5e-05,0.9977402362899129
6,3.0000000000000004e-05,0.9982168875910252
7,3.5000000000000004e-05,0.9956378715115809
8,4e-05,0.9945942868882669
9,4.5e-05,0.9928783000686023
10,5e-05,0.985528938600877
11,5.5e-05,0.9837268458377303
12,6.000000000000001e-05,0.9841904402894862
13,6.500000000000001e-05,0.9793743500590916
14,7.000000000000001e-05,0.9673215260757995
15,7.500000000000001e-05,0.9534422625855935
16,8e-05,0.9454899408565229
17,8.5e-05,0.943037738207862
18,9e-05,0.9342885340371351
19,9.5e-05,0.911356521492679
20,0.0001,0.8881843283240732
21,0.000105,0.8722248614161124
22,0.00011,0.8638154579786743
23,0.000115,0.8504047878598514
24,0.00012000000000000002,0.8177691407153519
25,0.000125,0.7854958322255241
26,0.00013000000000000002,0.7626340299948302
27,0.000135,0.7491712456862817
28,0.00014000000000000001,0.7328228947423993
29,0.000145,0.6951794904225866
30,0.00015000000000000001,0.6565183019492952
31,0.000155,0.6299446083986365
32,0.00016,0.615917965599454
33,0.00016500000000000003,0.6002405065208067
34,0.00017,0.562819431460828
35,0.00017500000000000003,0.5247538535417194
36,0.00018,0.49914378173387136
37,0.00018500000000000002,0.4860238551570639
38,0.00019,0.4737956495127428
39,0.00019500000000000002,0.4421311467623058
40,0.0002,0.4082239763928196
41,0.00020500000000000002,0.3864475622169073
42,0.00021,0.3753506154714983
43,0.00021500000000000002,0.3662239697967874
44,0.00022,0.342293781056835
45,0.00022500000000000002,0.3144906119181636
46,0.00023,0.29629929750695616
47,0.00023500000000000002,0.2875571165424336
48,0.00024000000000000003,0.2809075750447497
49,0.00024500000000000005,0.2631378571530003
50,0.00025,0.2407817250379842
51,0.000255,0.22536964072819882
52,0.00026000000000000003,0.21783434007315672
53,0.00026500000000000004,0.21239348122517013
54,0.00027,0.19856616910473968
55,0.000275,0.18022439304656948
56,0.00028000000000000003,0.16669205853783278
57,0.00028500000000000004,0.15921303452473454
58,0.00029,0.15362778798513713
59,0.000295,0.142122248129303
60,0.00030000000000000003,0.1267741908508512
61,0.00030500000000000004,0.1148047840217792
62,0.00031,0.1071938657348501
63,0.000315,0.10119015782175887
64,0.00032,0.09169991557132098
65,0.00032500000000000004,0.07968047996509205
66,0.00033000000000000005,0.06995593348945056
67,0.000335,0.06319595365942968
68,0.00034,0.05780316149985494
69,0.00034500000000000004,0.05086169807183864
70,0.00035000000000000005,0.042717025350328945
71,0.000355,0.03608593637420891
72,0.00036,0.031245331593229893
73,0.00036500000000000004,0.02749862594560949
74,0.00037000000000000005,0.02334024612262206
75,0.000375,0.018839030043043874
76,0.00038,0.015284929728437997
77,0.00038500000000000003,0.012634487562375675
78,0.00039000000000000005,0.010643871271273286
79,0.000395,0.008721023193087584
80,0.0004,0.006770844875674543
81,0.00040500000000000003,0.005285513116373371
82,0.00041000000000000005,0.0041915167960961865
83,0.00041500000000000006,0.003394406502704802
84,0.00042,0.0027000520714340246
85,0.00042500000000000003,0.0020353587109327577
86,0.00043000000000000004,0.001548034421941455
87,0.00043500000000000006,0.0011934247073072753
88,0.00044,0.0009419122205284294
89,0.00044500000000000003,0.0007411315847416624
90,0.00045000000000000004,0.0005533449881175553
91,0.00045500000000000006,0.00041831493854693194
92,0.00046,0.0003213181609051267
93,0.000465,0.0002533841455013435
94,0.00047000000000000004,0.00020239379104587457
95,0.00047500000000000005,0.00015420194985355
96,0.00048000000000000007,0.00011948712505900589
97,0.000485,9.428421128875385e-05
98,0.0004900000000000001,7.640953942460555e-05
99,0.000495,6.382375840272688e-05
100,0.0005,5.1153135253165665e-05
101,0.000505,4.170630683020555e-05
102,0.00051,3.469455217852932e-05
103,0.000515,2.950525331864229e-05
104,0.0005200000000000001,2.6165299536449576e-05
105,0.0005250000000000001,2.2392625075347475e-05
106,0.0005300000000000001,1.9414265080563183e-05
107,0.000535,1.7160221016686007e-05
108,0.00054,1.5379659954499906e-05
109,0.000545,1.4439648595491834e-05
110,0.00055,1.314402459306297e-05
111,0.000555,1.2017609746477593e-05
112,0.0005600000000000001,1.1167425281501879e-05
113,0.0005650000000000001,1.0415041268817988e-05
114,0.0005700000000000001,1.0168454211522972e-05
115,0.0005750000000000001,9.63601575406269e-06
116,0.00058,9.08949747772396e-06
117,0.000585,8.675144928957665e-06
118,0.00059,8.2009206787573e-06
119,0.000595,8.075670121138874e-06
120,0.0006000000000000001,7.74340818133914e-06
121,0.0006050000000000001,7.318410415275422e-06
122,0.0006100000000000001,6.957762941951924e-06
123,0.0006150000000000001,6.461202830615325e-06
124,0.00062,6.218597713294484e-06
125,0.000625,5.84504181005663e-06
126,0.00063,5.369180927580416e-06
127,0.000635,4.946833636725295e-06
128,0.00064,4.398806552886052e-06
129,0.0006450000000000001,4.026469229899691e-06
130,0.0006500000000000001,3.621221315743589e-06
131,0.0006550000000000001,3.157071485294914e-06
132,0.0006600000000000001,2.756797416441811e-06
133,0.000665,2.305947739016624e-06
134,0.00067,1.974931716734833e-06
135,0.000675,1.6663356778833471e-06
136,0.00068,1.356439163245399e-06
137,0.0006850000000000001,1.1084683093076466e-06
138,0.0006900000000000001,8.60948660332187e-07
139,0.0006950000000000001,6.805636311850576e-07
140,0.0007000000000000001,5.335215208725133e-07
141,0.000705,4.00767981174872e-07
142,0.00071,3.038673589778962e-07
143,0.000715,2.1734536076308812e-07
144,0.00072,1.567324791504416e-07
145,0.0007250000000000001,1.1306955378500527e-07
146,0.0007300000000000001,7.791581799938498e-08
147,0.0007350000000000001,5.443204465163463e-08
148,0.0007400000000000001,3.567223252427954e-08
149,0.0007450000000000001,2.3326745127847086e-08
150,0.00075,1.548798471087252e-08
151,0.000755,9.836601770208587e-09
152,0.00076,6.4117762319388525e-09
153,0.0007650000000000001,3.964702336004153e-09
154,0.0007700000000000001,2.4687228292568962e-09
155,0.0007750000000000001,1.6244129892220127e-09
156,0.0007800000000000001,1.0621890535646194e-09
157,0.0007850000000000001,7.506726946661292e-10
158,0.00079,5.283630874071167e-10
159,0.000795,3.8420415185140966e-10
160,0.0008,3.045583287938371e-10
161,0.000805,2.3818931097286295e-10
162,0.0008100000000000001,1.973186695106221e-10
163,0.0008150000000000001,1.5792263270581787e-10
164,0.0008200000000000001,1.2356063651051232e-10
165,0.0008250000000000001,1.0281332802309783e-10
166,0.0008300000000000001,8.270523960352258e-11
167,0.000835,6.954945532833642e-11
168,0.00084,5.698057963096922e-11
169,0.000845,4.5234884219320836e-11
170,0.0008500000000000001,3.89618323408083e-11
171,0.0008550000000000001,3.3163780264278334e-11
172,0.0008600000000000001,2.990158256722025e-11
173,0.0008650000000000001,2.6909381884692075e-11
174,0.0008700000000000001,2.3573528066127823e-11
175,0.000875,2.2822514288587285e-11
176,0.00088,2.230968720399658e-11
177,0.000885,2.3307230297968152e-11
178,0.0008900000000000001,2.479098703184832e-11
179,0.0008950000000000001,2.546282145061319e-11
180,0.0009000000000000001,2.8859607435306092e-11
181,0.0009050000000000001,3.281580254919581e-11
182,0.0009100000000000001,3.873000711748275e-11
183,0.0009150000000000001,4.5710832731020736e-11
184,0.00092,4.9878146583935774e-11
185,0.000925,5.7726248919793036e-11
186,0.00093,6.554657737510394e-11
187,0.0009350000000000001,7.469744594369107e-11
188,0.0009400000000000001,8.430133618420168e-11
189,0.0009450000000000001,8.569373942097501e-11
190,0.0009500000000000001,9.049553274851104e-11
191,0.0009550000000000001,9.386100192071012e-11
192,0.0009600000000000001,9.651538274235425e-11
193,0.000965,9.851224788993533e-11
194,0.00097,8.977094211602957e-11
195,0.0009750000000000001,8.399853280769168e-11
196,0.0009800000000000002,7.773104716692965e-11
197,0.000985,7.082041477648734e-11
198,0.00099,6.458839208888518e-11
199,0.000995,5.212399659162616e-11
200,0.001,4.285332277893577e-11
